,name,author,user_rating,reviews,price,year,genre,Name,Author,User Rating,Reviews,Price,Year,Genre
641,,,,,,,,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575.0,20.0,2021.0,Non Fiction
642,,,,,,,,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969.0,9.0,2021.0,Fiction
643,,,,,,,,The Song of Achilles: A Novel,Madeline Miller,4.7,38186.0,10.0,2021.0,Fiction
644,,,,,,,,The Storyteller: Tales of Life and Music,Dave Grohl,4.8,14463.0,18.0,2021.0,Non Fiction
645,,,,,,,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073.0,14.0,2021.0,Non Fiction
646,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,47260.0,5.0,2021.0,Fiction
647,,,,,,,,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920.0,9.0,2021.0,Fiction
648,,,,,,,,They Both Die at the End,Adam Silvera,4.7,22602.0,8.0,2021.0,Fiction
649,,,,,,,,Untamed,Glennon Doyle,4.6,49978.0,16.0,2021.0,Non Fiction
650,,,,,,,,We Were Liars,E. Lockhart,4.5,34117.0,6.0,2021.0,Fiction
651,,,,,,,,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,29402.0,11.0,2022.0,Non Fiction
652,,,,,,,,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556.0,18.0,2022.0,Non Fiction
653,,,,,,,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73215.0,12.0,2022.0,Non Fiction
654,,,,,,,,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969.0,5.0,2022.0,Fiction
655,,,,,,,,Burn After Writing (Pink),Sharon Jones,4.6,23146.0,7.0,2022.0,Non Fiction
656,,,,,,,,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,4.8,23735.0,13.0,2022.0,Non Fiction
657,,,,,,,,House of Sky and Breath (Crescent City),Sarah J. Maas,4.8,14327.0,18.0,2022.0,Fiction
658,,,,,,,,How to Catch a Leprechaun,Adam Wallace,4.8,6020.0,10.0,2022.0,Fiction
659,,,,,,,,How to Win Friends & Influence People,Dale Carnegie,4.7,61283.0,11.0,2022.0,Non Fiction
660,,,,,,,,I Love You to the Moon and Back,Amelia Hepworth,4.9,51188.0,4.0,2022.0,Fiction
661,,,,,,,,If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658.0,4.0,2022.0,Fiction
662,,,,,,,,It Ends with Us: A Novel (1),Colleen Hoover,4.7,76137.0,11.0,2022.0,Fiction
663,,,,,,,,Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,4.5,1213.0,20.0,2022.0,Non Fiction
664,,,,,,,,Little Blue Truck's Valentine,Alice Schertle,4.9,6959.0,11.0,2022.0,Fiction
665,,,,,,,,Llama Llama I Love You,Anna Dewdney,4.8,9361.0,5.0,2022.0,Fiction
666,,,,,,,,Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,4.7,2438.0,14.0,2022.0,Fiction
667,,,,,,,,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801.0,5.0,2022.0,Non Fiction
668,,,,,,,,My Little Golden Book About Betty White,Deborah Hopkinson,4.9,4910.0,6.0,2022.0,Non Fiction
669,,,,,,,,November 9: A Novel,Colleen Hoover,4.7,17592.0,13.0,2022.0,Fiction
670,,,,,,,,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,4.5,1685.0,21.0,2022.0,Non Fiction
671,,,,,,,,Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.7,10404.0,17.0,2022.0,Non Fiction
672,,,,,,,,Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,3366.0,18.0,2022.0,Non Fiction
673,,,,,,,,Reminders of Him: A Novel,Colleen Hoover,4.7,56049.0,13.0,2022.0,Fiction
674,,,,,,,,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078.0,7.0,2022.0,Non Fiction
675,,,,,,,,"Run, Rose, Run: A Novel",James Patterson,4.5,4828.0,18.0,2022.0,Fiction
676,,,,,,,,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501.0,6.0,2022.0,Non Fiction
677,,,,,,,,The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,6657.0,23.0,2022.0,Non Fiction
678,,,,,,,,The 48 Laws of Power,Robert Greene,4.7,38568.0,12.0,2022.0,Non Fiction
679,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62462.0,8.0,2022.0,Non Fiction
680,,,,,,,,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252.0,9.0,2022.0,Fiction
681,,,,,,,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642.0,11.0,2022.0,Non Fiction
682,,,,,,,,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749.0,10.0,2022.0,Fiction
683,,,,,,,,The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,5349.0,32.0,2022.0,Fiction
684,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798.0,8.0,2022.0,Non Fiction
685,,,,,,,,The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,4.7,3098.0,18.0,2022.0,Non Fiction
686,,,,,,,,The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903.0,14.0,2022.0,Fiction
687,,,,,,,,The Lincoln Highway: A Novel,Amor Towles,4.4,38675.0,18.0,2022.0,Fiction
688,,,,,,,,The Love Hypothesis,Ali Hazelwood,4.6,24858.0,11.0,2022.0,Fiction
689,,,,,,,,The Maid: A Novel,Nita Prose,4.3,17988.0,17.0,2022.0,Fiction
690,,,,,,,,The Midnight Library: A Novel,Matt Haig,4.3,144314.0,13.0,2022.0,Fiction
691,,,,,,,,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575.0,20.0,2022.0,Non Fiction
692,,,,,,,,The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969.0,9.0,2022.0,Fiction
693,,,,,,,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073.0,14.0,2022.0,Non Fiction
694,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,47260.0,5.0,2022.0,Fiction
695,,,,,,,,"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,4.2,206.0,20.0,2022.0,Non Fiction
696,,,,,,,,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920.0,9.0,2022.0,Fiction
697,,,,,,,,Ugly Love: A Novel,Colleen Hoover,4.7,33929.0,10.0,2022.0,Fiction
698,,,,,,,,Verity,Colleen Hoover,4.6,71826.0,11.0,2022.0,Fiction
699,,,,,,,,What to Expect When You're Expecting,Heidi Murkoff,4.8,27052.0,13.0,2022.0,Non Fiction
700,,,,,,,,Where the Crawdads Sing,Delia Owens,4.8,208917.0,10.0,2022.0,Fiction
